student_id,age,gender,gpa,attendance_rate,missed_assignments,library_visits,lms_logins_per_week,screen_time_hours,sleep_hours,study_hours_per_day,financial_stress_score,help_requests,stress_score,mental_health_risk
06a2dd07-9c32-4c85-bf93-b06603f14ac1,24,Female,3.98,75,1,11,2,9.8,6.0,4.7,7,3,3,Medium
df0e8263-ac72-44e1-baf5-c63af847e274,21,Male,2.52,69,0,2,20,9.3,7.5,2.3,7,1,7,Medium
729012e8-0fe2-47da-96dd-64f6233bb096,17,Male,1.75,85,2,10,14,7.4,3.4,3.3,4,5,8,Medium
4f833588-f0f5-4eef-bc89-8551d8ed1a25,19,Female,3.46,93,2,5,0,8.5,4.1,0.7,7,1,2,Medium
e9cbd94a-4b26-4db2-a3d2-5981a2458b00,17,Other,1.82,68,5,5,6,9.4,8.4,3.2,8,5,1,Low
8bc6dd72-f8d8-416d-bdba-c7a4f3863ad3,25,Other,2.99,82,1,12,9,7.0,6.6,0.3,7,1,4,Low
fde21a59-5a69-469f-be06-cacc0b2e1c6b,22,Male,1.6,41,6,0,0,6.0,4.2,4.0,4,0,3,High
07278260-2788-4812-90bf-abb35ffa9d29,19,Male,2.25,46,5,10,17,8.6,6.7,5.6,7,3,2,High
f5e23988-e1eb-497f-abbb-af24d9a8f41f,20,Male,1.32,60,2,0,12,8.9,3.1,1.3,4,0,5,Low
052053ea-5c23-47b0-8c7c-e898d897d080,22,Male,1.2,53,6,9,19,7.5,8.9,4.3,10,1,5,High
529e4e0e-a079-4f24-952a-a6fac6257364,18,Other,1.97,80,6,21,4,6.0,6.8,5.3,6,5,8,Medium
2a2a9111-714c-4c78-a19d-241c92b70487,18,Female,1.05,98,9,14,12,7.6,7.5,3.0,1,1,1,Medium
7e8c95e4-3cc1-4d56-8ce8-1f1322324339,18,Female,1.71,67,3,19,2,3.5,5.2,1.8,3,3,4,Medium
3b634fc0-a956-4839-acfa-b6433cef97a8,17,Male,3.77,78,7,23,10,4.2,4.9,4.7,1,4,7,Medium
4eaf3a33-31ed-4480-bd7d-35846f0ed9aa,21,Male,1.69,86,5,10,7,4.9,3.3,5.5,4,5,4,Low
8bd1ece1-0437-4a43-980a-b967a693871f,23,Other,1.96,68,10,0,2,10.8,3.4,1.2,3,1,3,Medium
5edebe18-2d8e-43c1-8c37-b77d5706d8bb,18,Male,2.78,93,3,7,16,3.7,7.3,1.9,4,1,7,Medium
35d99ab5-d2bb-4964-a32a-b7c4be15c580,19,Other,1.75,58,9,14,20,4.8,8.2,2.9,6,3,7,High
d1aff506-a55a-4ee3-b2cb-d85765ebcb69,19,Female,2.32,72,9,23,13,9.8,7.9,4.8,1,3,7,Medium
fab6e54b-ec02-48f5-9331-6ba24dbc22b8,18,Female,2.79,49,8,23,5,5.3,5.8,2.7,7,4,10,Medium
ae6ecb91-d617-43f7-946c-b7a5370af489,24,Male,2.0,85,7,6,4,11.2,3.0,5.2,6,3,7,Medium
9f6501f9-7953-450e-9b79-91412b10e889,23,Female,3.91,63,6,15,9,8.8,6.5,2.5,1,0,7,Medium
99400fb6-e4c1-4120-8fb0-aa2d7381066c,19,Male,3.29,56,5,16,15,8.7,5.2,0.3,7,3,4,Low
7e7e1deb-69d0-4682-b2fb-d3291e28160c,20,Female,1.1,92,5,20,0,9.3,6.9,1.6,8,5,3,Medium
28f3d55b-02b2-4d43-aa63-6a099eeeace8,21,Male,2.81,100,10,26,5,3.1,7.6,3.9,7,3,10,Medium
e28b7755-7915-428a-8544-b975daeb895f,18,Other,3.73,96,6,5,13,5.3,4.8,5.8,7,4,5,Medium
fed9855d-8013-4e2f-be1f-2852a1b2ac04,23,Other,3.61,46,10,18,11,10.3,4.6,1.3,7,5,5,Medium
49f0827f-11aa-43c1-85d1-cb466a6e1e29,17,Male,3.45,40,1,2,13,7.7,6.9,4.4,3,1,6,Low
70efaa5e-ae9c-4915-8b89-0f34b24927b1,19,Other,1.4,71,2,16,3,7.1,7.9,1.1,1,5,3,Medium
13cd163d-c5c0-4147-8509-f98efb693bc6,20,Female,3.95,95,6,14,20,11.2,3.7,3.8,2,2,2,Medium
59988215-2e0e-40d2-9e76-19e4e9c7c02e,23,Male,1.83,61,0,18,7,7.3,7.0,0.6,1,2,1,Low
c0a87efd-bd9f-4642-8281-20a973ac3b99,17,Male,1.63,90,0,12,19,7.7,8.8,1.6,8,3,6,Low
633e53b4-4c55-484d-a9c2-815f85de0403,23,Female,2.11,96,5,10,7,11.5,7.0,2.3,1,2,6,Low
a3e9b1fc-949f-4ff4-9a16-b92b73abdea1,18,Male,2.37,84,6,23,4,3.2,3.7,3.2,4,2,8,Medium
f773c1eb-2bfc-4cb4-8878-87d6aa82193e,24,Other,2.24,52,0,20,10,3.1,5.2,0.3,6,5,8,High
d9931a4c-a26e-4697-aa2d-d791c619ae05,20,Other,2.45,87,9,25,2,6.1,8.6,5.6,8,5,2,Medium
d2e18126-270e-4158-9b5e-ca4a024d60da,23,Female,2.82,85,2,27,16,10.9,7.7,4.3,1,1,8,Medium
9b130412-b921-455c-a3b3-1e15e8b28839,18,Female,3.5,75,7,5,14,11.6,5.9,3.2,4,1,3,Medium
c86a3c8e-5d49-48ed-aa2a-1fe14d4d7ab4,18,Male,2.3,85,0,5,10,11.1,7.6,1.3,5,5,8,Medium
049a3aeb-278d-4540-bd79-5e218334e92f,18,Other,1.41,74,10,23,15,3.8,7.2,5.2,10,4,2,Medium
4f7ded20-5f20-4d61-aa5e-df5c1fb878a9,22,Female,3.73,87,6,20,20,10.1,8.8,2.6,4,1,5,Medium
b26805ac-2415-4803-ac95-425a01024064,18,Female,1.26,45,5,23,18,11.4,7.5,0.7,6,1,6,High
8e0cb0f3-5966-487d-9f25-b7f97d7e90a3,23,Other,3.21,59,0,18,17,4.7,5.3,2.5,6,5,3,Low
9b47649e-7b9e-4992-8cdd-3eff6e4ea9f7,25,Other,2.8,54,1,12,0,7.8,5.8,0.9,5,1,8,Medium
371287a8-b5d8-4a2c-88b7-b13d7d8607c3,24,Male,2.8,49,10,27,1,8.4,4.9,5.9,2,2,10,High
d48294c5-7835-4998-95e7-2e316ba66700,24,Other,3.49,71,4,22,12,3.5,7.9,0.9,4,5,4,Low
9006bb27-bcb1-410c-904d-9e8690663315,17,Male,3.57,86,6,9,5,11.9,6.3,2.0,8,2,7,Medium
cea649d0-ffe1-499f-9a68-1c1ef1fcea76,23,Male,2.58,58,4,22,6,9.3,6.3,0.6,6,4,1,Low
c5b67001-e7e5-4be7-bf6d-cc3f18ebe30f,21,Female,2.96,76,2,14,15,5.6,3.9,1.3,4,5,1,Low
cbbe65b0-52c5-4f29-a0bf-7e5a4672e7bf,22,Other,3.57,46,10,25,4,6.4,8.9,4.1,3,0,2,Medium
6578df40-9240-44ee-9927-efa258e0ddca,22,Female,1.54,43,1,16,20,6.0,5.6,0.9,7,1,1,High
35b69538-733f-488a-84dc-0217612a099a,18,Male,2.19,59,9,30,5,8.9,5.3,4.2,2,3,7,High
98755a22-b934-4d22-9307-51249042ed3c,21,Other,2.96,63,0,3,3,3.7,5.9,4.0,9,1,1,Medium
7f173ee3-e020-470a-a73e-e58b3cff523d,24,Female,3.08,46,9,5,12,7.4,6.9,2.6,10,1,2,Medium
7724a77c-d53b-45d7-8da3-cc882df0e385,22,Male,3.14,95,8,5,12,10.3,3.1,3.3,9,4,8,Medium
693eecc1-9f0c-4646-a776-ab8e0b96f722,18,Other,3.51,74,10,3,6,11.7,8.4,1.1,10,5,3,Medium
d4c6bf60-29ef-46db-b62c-6a1ba689fd34,17,Other,2.34,60,1,1,4,8.2,6.9,0.5,5,0,2,Low
4f18576d-2e8c-439f-adaf-edcb5a378176,18,Other,1.9,74,2,13,0,5.2,3.3,5.7,5,5,9,High
238ea3c7-24b3-4dab-b622-1e2271771b21,24,Male,2.73,84,5,16,11,8.5,6.1,4.1,1,1,1,Low
ad921d17-58e4-4508-8646-baca22a34359,20,Male,1.9,93,3,30,4,8.4,4.3,2.2,3,5,10,High
c22b7c0f-58d5-4b24-b7af-e7512002a435,23,Male,2.65,56,6,20,5,6.6,3.5,1.5,7,5,3,Medium
23d0d220-d76d-4987-a6a7-9262716e8ae2,25,Male,1.21,86,4,20,20,4.7,5.2,3.9,9,4,3,Low
23194169-711a-4d29-b3c8-67be35868181,23,Male,1.95,90,6,12,0,11.7,4.5,1.6,9,0,9,High
6733766b-dfef-4908-957c-348a3389b9e7,23,Male,1.99,45,5,29,10,10.0,3.9,4.8,5,0,2,High
4c83bd91-8b61-4ea9-9166-d1ff829035d0,23,Male,2.14,46,1,5,16,9.6,4.8,4.9,8,0,9,High
3dac9951-8d02-42e0-b9ad-f3da54ba779a,22,Other,2.72,58,8,8,19,3.9,3.3,1.9,7,1,6,Medium
6d4e059a-6d13-43a6-b030-295230785438,25,Other,2.78,94,6,15,18,4.1,3.1,3.1,3,5,3,Medium
c333741a-4d65-43c6-968f-fcdadb3bd1d8,19,Female,2.7,57,0,29,20,11.8,7.2,1.5,10,3,8,Medium
1d6c245c-d12e-4676-b475-fa628f6600d8,19,Female,3.96,91,7,16,9,5.5,5.6,5.7,4,2,2,Medium
66571dc2-97ba-41ac-89a5-764add8a4fdc,21,Female,3.31,94,1,20,2,3.7,4.4,0.6,10,0,2,Medium
c8672013-90b2-4870-9d8e-89bf3629192b,21,Other,3.79,91,0,30,13,9.1,8.6,0.8,8,4,9,Medium
6d97a735-1ae2-4d68-9c99-9416b68af8be,18,Female,1.04,52,0,22,13,9.3,7.5,1.5,9,5,10,High
c5f4605a-32a6-4dae-82b0-e7b905199315,17,Other,2.35,50,10,29,16,11.1,4.0,2.2,3,4,6,Medium
89006024-dede-425c-8251-510a91cb8f67,17,Female,2.49,50,5,3,10,11.2,4.5,3.2,2,2,5,Low
e3761972-212c-40e0-a511-4166705d6d74,24,Female,1.79,40,10,18,12,5.0,4.8,5.6,9,0,8,High
6ae70ce4-4b0e-470c-9ae7-e22621d1a5a7,24,Male,2.07,79,7,10,9,6.2,3.0,5.3,3,3,6,Medium
f3272216-8c5d-43af-a2ff-402adcdad8bc,17,Male,2.29,52,1,16,16,11.1,5.5,5.5,1,1,5,High
d8be3b27-5488-48d6-8a92-59e33f1f5608,20,Female,2.19,59,5,13,5,7.8,4.6,5.9,8,1,3,High
ccdb1703-cbf2-42e7-bf79-d773702dda06,22,Other,2.3,62,3,3,6,5.6,3.8,2.5,6,0,3,Low
48dcffb4-6c0b-4a64-9dd1-57480185a4ce,20,Female,3.88,57,1,13,15,8.0,7.8,4.3,6,3,9,Medium
3a1b00e5-2aeb-4f52-82f2-e2f90d275d6c,23,Male,1.33,46,0,4,4,6.1,3.1,4.1,1,5,6,High
0d710c6a-4eb3-4cc2-870c-fc975e4f9531,23,Other,3.21,67,7,9,9,7.4,7.6,1.5,3,5,9,Medium
dcbfeb11-913f-40a7-887d-ff2576dd4415,19,Male,1.84,47,4,22,7,9.0,5.6,2.8,2,5,9,High
63f732dd-8a01-4fc1-8efc-92c8c64ae647,19,Male,3.98,77,10,20,4,5.1,3.8,0.2,4,1,7,Medium
bc6ecef1-c24e-490e-b91e-e6f0e3c878c1,17,Other,1.6,95,0,12,13,7.7,7.2,5.9,4,2,7,Medium
bbe40ba9-e914-49a1-befa-d24401d9b4c1,24,Male,2.53,81,0,9,3,5.4,4.7,2.1,7,1,6,Medium
31800c99-d2bb-437d-b79d-b0d981988ecb,17,Male,1.12,43,10,23,10,4.9,5.8,5.5,2,3,3,High
c9516f29-8eb3-4b65-a577-a4febfe4cc13,21,Female,2.09,59,1,3,0,9.1,7.6,0.8,6,5,6,High
e8286d73-1ede-4da1-adab-ab17090f0a51,25,Other,2.11,81,4,6,18,6.5,8.3,0.8,10,0,1,Low
6c20f4bd-2266-4254-aef2-5bb9c7cb5c65,20,Male,3.11,99,1,2,17,8.6,4.8,2.8,4,4,3,Low
e5ba2063-7bc7-4bdb-883b-3068d1c06b03,17,Male,1.58,75,4,28,17,11.8,8.4,2.7,2,3,2,Low
fdeda10d-654b-4198-a462-78f21fc600df,24,Female,2.57,100,8,25,0,4.5,4.6,5.8,5,0,10,High
5d6b6092-8b67-4b6c-a83b-830d1ab9f19a,17,Other,1.57,92,6,15,17,10.8,8.8,1.0,9,3,9,Medium
d95fa4cf-93e3-4179-b607-ac8b4fb492eb,23,Female,2.82,53,2,0,5,8.1,6.6,0.1,9,3,9,Medium
4fc748f6-287f-4696-83cb-6cb676658d42,25,Female,1.91,54,4,22,8,8.0,4.0,0.3,4,2,1,High
5d8f1b6b-9aba-41e8-aa43-dbcb731da86c,19,Female,3.78,57,0,20,7,11.9,4.3,0.7,6,5,10,High
64c86ad3-6d11-4e15-bb47-e9c156fe5677,22,Female,1.25,85,8,8,4,6.7,6.7,1.9,1,5,1,Medium
7759fd9f-9d2d-4857-bc4c-1ca6c419d3c5,22,Male,3.19,57,2,8,0,7.8,8.9,4.7,10,0,7,Medium
c5ddbb52-e118-4c21-b388-75a540314120,21,Other,2.9,75,3,26,14,5.0,4.6,3.5,7,1,8,Medium
b2aa3619-726f-4aaa-af9e-802892721972,20,Other,3.18,63,2,28,15,3.8,4.1,1.1,3,1,10,High
3210179e-8392-4cca-93a8-f66a9e30d4ac,24,Other,1.54,58,0,9,5,11.0,7.9,4.1,4,0,3,High
ed610479-97b4-4f72-b2ea-bf236ddc8284,18,Female,1.74,98,10,12,3,9.5,3.8,4.5,1,4,2,Medium
78ee4ed9-cccd-40a1-b070-23e2004f4de7,23,Female,1.06,92,0,24,20,11.4,3.8,4.6,5,1,10,High
9c5d92b2-9d93-4703-a7f3-37a0ff17695d,17,Male,3.87,46,8,23,10,10.7,3.5,0.8,10,3,3,Medium
7a96cde4-5b32-47fb-91b4-20fa82b0a637,21,Female,2.44,55,0,17,8,8.6,3.7,4.9,2,4,5,Low
e035c153-76df-44b0-beb7-fda1f08b6e6b,18,Other,3.66,66,2,0,7,3.2,5.6,0.9,5,1,7,Medium
fc2fccb3-97a8-41fa-9e24-ae342728a279,18,Female,1.51,47,3,3,9,6.2,6.7,0.7,2,0,10,High
553b0ebb-107b-4998-bd58-137cbb1270bc,19,Male,2.29,61,9,5,13,4.4,7.0,1.8,5,2,2,Medium
e3ceba7b-536f-4541-afb0-37f364b0efdf,21,Female,2.99,99,4,25,2,10.1,8.2,5.9,3,2,3,Medium
586b25fe-d29b-4d36-9ed4-952fd61d669f,23,Female,3.16,90,7,26,2,4.0,5.6,4.4,3,0,6,Medium
c3bb9d40-137a-421c-afae-9dc2ac4d3b29,19,Male,3.3,62,5,15,13,7.3,8.8,3.6,6,1,4,Low
58744bed-7988-4a8b-b274-f6ec4762be82,23,Female,2.65,74,8,15,17,7.8,4.4,0.5,7,4,10,High
d038fa64-11af-4fe4-b5a8-2e063b539b42,20,Other,1.26,63,0,6,0,6.3,5.8,0.8,2,0,6,Medium
5d6f815b-5be0-4a06-b334-409be62e2b14,22,Male,1.88,49,8,29,13,5.2,8.0,0.3,3,0,3,High
d6e94c60-16c8-4079-a288-94bd9a43d80a,23,Other,1.08,67,5,1,3,9.0,3.4,5.0,3,0,3,Medium
23a8f20a-8d56-40f4-9561-757d70a307aa,22,Male,1.24,44,0,18,13,4.3,4.1,4.5,9,5,5,High
844ab264-4bf1-4851-87b9-e9f6b0f941df,24,Female,3.17,68,10,22,0,5.6,3.9,5.3,1,4,3,Medium
c26675e0-cc9e-4295-914f-17bb90bc5c1b,25,Male,1.03,93,6,21,14,8.0,8.0,5.5,9,2,4,Medium
20e4f38f-bea6-40a3-a2df-176f9c518613,23,Male,1.82,45,8,12,4,9.7,5.4,0.3,7,1,9,High
6fbc10ef-439b-4fd3-82a1-6542dde855b6,18,Other,2.41,60,10,20,12,10.4,4.0,4.8,7,1,5,Medium
eb4fc428-a2ec-4012-a9a9-0a8a8189870b,18,Male,1.23,78,5,0,7,5.5,6.2,0.4,10,0,5,Low
42c4b719-d461-430c-b8e8-136ab1e56fa3,20,Other,1.61,99,0,7,8,3.8,6.4,0.3,8,0,1,Low
b0df17bd-e5cb-4940-bbe2-d4f1e520fba1,22,Male,3.83,40,5,24,9,11.6,6.0,1.9,7,5,6,Low
5f8b222a-b8eb-40b3-9311-e9bbe39f2e05,19,Other,3.02,61,6,28,16,3.9,7.8,0.9,10,3,8,Medium
f2cfd0f9-bf3b-4738-be01-898898d890f5,17,Female,1.48,83,7,2,20,3.8,7.3,5.3,3,5,3,Medium
c91ffac2-dfd9-4d7f-9582-258027ecd284,25,Other,3.98,78,10,16,10,7.0,3.8,1.7,10,3,1,Medium
8646b2e9-c745-4df5-b2a9-ba2a62266e97,23,Male,1.63,79,9,2,4,8.1,9.0,0.6,1,1,5,Medium
3d512726-6bd5-414f-b09c-094157a53909,25,Male,2.5,69,5,5,9,4.5,4.7,2.2,2,0,3,Low
8ae6f66e-0a6f-4274-9402-796857c84bd7,24,Female,3.96,56,7,20,4,11.5,8.8,2.9,6,2,7,Medium
8bfe8b6c-3517-498d-9b65-c45139efb2f2,23,Other,3.75,48,7,11,16,10.6,8.7,2.2,7,4,8,Medium
8153b2ec-430e-4edd-8023-db14511bce11,21,Other,1.13,81,0,23,7,9.3,6.4,0.9,2,2,7,Medium
42b6e452-f695-49f8-b983-13868582b720,19,Other,2.2,44,3,12,14,9.0,5.1,2.8,9,3,2,High
628aa71c-1ae5-48b6-85e8-825166d8833a,18,Male,3.2,98,6,24,13,4.8,5.0,1.9,10,3,4,Medium
8f82bb81-6d90-424c-9a63-c4ebfe983e6e,24,Male,1.84,42,8,4,15,4.3,4.3,3.4,10,3,1,High
3d58a790-bd64-4c74-89ee-d8b34a92c41b,22,Female,3.94,53,0,6,0,11.6,7.1,1.6,3,0,3,Medium
ce6f03cd-3878-4280-93d3-e14fdd9e598a,18,Female,2.22,59,7,27,13,7.7,7.0,1.6,1,0,7,High
b440b017-b72b-46cb-b7d8-2d1f78ff0742,22,Female,1.49,62,6,15,15,7.8,7.7,5.8,7,2,10,Medium
10457f9c-a927-4cbb-bd60-0a363b46884b,23,Male,2.68,97,9,6,2,9.5,6.5,0.9,6,0,3,Medium
24c04a0c-6f48-43ab-bf7a-8b890935be47,24,Male,2.5,60,1,25,13,5.4,7.3,5.9,3,5,8,Medium
689af421-fabd-49fb-8869-a07516713428,18,Male,1.66,52,6,22,17,10.0,6.6,1.3,4,1,10,High
5f8faf1c-2710-43ed-82d1-07ecc922ecbc,17,Female,3.44,41,4,28,9,7.5,8.2,4.2,8,3,7,Medium
d33ae547-40fc-45bc-a195-59d86563e606,22,Female,3.48,67,8,24,10,4.0,4.1,2.6,3,4,10,High
d979f94f-b7af-476d-b3f8-91783d01fb4d,19,Other,2.31,58,10,22,13,8.7,7.2,5.6,2,0,2,Medium
5642c1ef-04df-48e9-8fa9-84a3cd9f0158,18,Other,1.05,99,6,3,15,9.7,6.7,3.3,8,4,10,Medium
c4088fcd-6c68-4844-ae9b-eecbfe68bf65,17,Other,1.87,66,3,7,14,8.0,3.7,5.1,2,2,8,Medium
65dfc294-cb58-4d8b-b92d-00a11a70dcfa,23,Other,3.11,87,6,0,11,10.0,6.0,1.6,5,2,7,Medium
deae8ba1-1a2f-4b63-b07d-4680df939b9d,20,Male,3.7,66,0,0,0,4.4,5.2,4.9,10,2,6,Medium
8744f5c4-9383-4b48-8b3d-d4c1eab5bf6a,19,Other,3.98,55,8,12,6,8.5,5.4,0.3,10,3,3,Medium
5f5829ee-d516-40cf-9007-b0def8806d39,23,Other,1.52,97,5,16,5,6.9,3.6,4.8,9,0,10,High
da500a50-a354-4ff5-be1a-36e941156693,23,Other,3.75,93,8,5,10,4.8,3.6,2.6,10,1,1,Medium
bd7ece86-6613-45db-8eed-52fbd2d4b4bd,25,Male,2.72,41,2,14,20,8.7,5.1,1.4,4,2,4,Low
2f1fad97-20e5-4f14-98a0-fe460826e6d8,25,Male,3.18,91,6,24,8,8.9,4.6,5.6,1,5,10,High
98203e6d-3cc0-4ae8-9e33-2240db50b8ca,18,Male,2.38,78,1,3,4,5.5,8.4,0.6,8,2,4,Low
76b113e6-77fc-41da-93ca-2c6f3c7078c4,23,Male,2.47,41,6,2,15,11.6,3.5,4.1,7,2,8,Medium
d3922bd6-221c-4b77-8d62-fa772786dbc9,19,Male,1.9,97,2,21,18,8.7,8.1,0.7,6,2,8,Medium
6d127bbd-67a1-44b4-a198-3308ea17e235,25,Male,1.48,87,4,29,3,4.7,3.2,0.1,9,1,4,Medium
9027d512-0fb7-4b80-aa7b-5c62a58d15ed,22,Male,3.7,41,5,4,7,3.8,7.1,0.8,5,3,4,Low
8078a488-5890-4aa7-ad34-fddd70811323,18,Female,3.12,81,4,14,15,6.9,8.7,5.5,5,1,4,Low
717ec224-a2bd-44e1-b612-60c3788c555a,21,Female,1.31,90,9,9,5,10.1,8.7,2.9,8,3,10,Medium
ffa629b0-dcaf-4cfd-afd3-5d8fcb4accd5,21,Female,2.87,78,6,13,6,8.1,5.2,3.8,2,3,3,Medium
7abf97ad-f993-4314-8fce-90e9ba9f5d01,17,Other,1.76,66,4,19,20,11.6,6.2,2.4,2,1,6,Low
67a66cf0-c5af-4d2b-a797-76f609ab4218,23,Male,2.07,44,3,21,11,6.3,7.7,0.7,6,5,1,High
c51aca5e-e454-4a9b-81d2-8831418a1cc1,22,Male,2.4,90,5,28,7,8.1,5.3,3.6,9,1,2,Low
f774ea96-cd34-4961-8ee7-a618a3e4338a,25,Female,3.15,100,10,2,18,11.0,5.5,4.5,6,2,4,Medium
c7623d39-237e-4d52-903f-b04b83c263f6,20,Male,3.41,71,0,8,13,4.1,5.7,3.6,10,3,4,Low
bb3ec5e1-1ba9-40fa-8e45-1b1e97dd3deb,17,Female,1.05,90,9,0,14,5.6,8.0,2.4,9,4,1,Medium
efd6b35a-cc09-40bb-916c-bf9fb2426e9b,22,Other,1.05,70,1,26,13,9.5,4.6,4.5,7,0,9,High
095310dd-5ef7-4657-bba4-10fe5e361359,22,Female,2.84,65,4,22,14,7.4,6.8,5.5,6,4,2,Low
e7e264e7-2949-4341-990e-1750988d0f4f,17,Male,1.14,40,2,3,10,10.8,7.3,1.4,2,1,6,High
739e8245-108a-4b8d-a512-2fb4c7fddc24,25,Male,3.8,95,0,8,1,4.0,8.7,0.5,6,5,10,Medium
ab53da9a-0386-462d-9a48-0ad1aee4ce42,23,Female,3.1,99,2,18,14,4.1,4.9,0.9,10,3,8,Medium
5c49e3e4-eab9-4477-97bf-014a6f3e9922,18,Other,2.58,76,7,21,15,11.8,4.9,4.4,4,0,5,Medium
f7d88455-a10c-4fb4-955b-422676d6a3a8,21,Other,1.25,75,3,21,20,9.6,4.2,0.5,8,0,4,Low
24a5bcd4-c871-4f02-8a6e-9653ae5000c2,17,Other,1.65,92,6,6,15,3.9,4.3,3.5,9,4,6,Medium
4deaff56-2887-43e7-9c39-c56f6c241e9a,21,Other,2.36,49,8,3,4,5.0,5.2,5.9,10,4,4,Medium
f6875308-b17c-439a-b602-f630238b2c44,23,Male,1.21,67,2,21,9,11.6,6.5,0.6,8,0,2,Low
7fb72dab-8ce4-4df5-b744-855de6ca3087,20,Male,3.68,51,4,0,15,9.0,5.7,1.6,9,0,6,Low
da16d919-4562-41fa-b6b3-fc28fdcf44d5,23,Male,1.45,72,6,16,10,3.5,4.6,0.6,7,5,7,Medium
64d267d7-1380-4b72-bf2f-31d738a5c290,20,Female,1.57,51,9,8,16,8.5,6.1,0.7,1,5,4,High
6a89e860-eafa-4847-a8cb-4cb255407552,18,Male,1.35,97,0,18,8,5.1,6.2,1.7,10,5,7,Medium
d62e05fa-5886-40d3-a9d6-9e824403b53e,23,Female,1.3,86,4,15,6,4.5,4.2,3.8,10,2,1,Low
78959f6e-12ea-4782-a04d-d20b2480ea3a,18,Male,2.51,84,9,15,9,10.7,7.1,1.0,2,1,3,Medium
90e57cfe-3431-403c-833a-7d92bf28e980,22,Female,1.43,40,10,15,13,6.0,4.1,1.6,2,1,1,High
054415a9-f0ce-478a-bc58-a027f9374154,22,Female,2.75,71,3,15,3,3.4,3.1,4.1,5,1,9,High
65ee5599-d29f-4ea7-8b48-d9f8ae2fd586,25,Male,3.26,89,1,3,9,10.2,5.0,2.9,6,4,5,Low
b2748db2-8f79-4fee-acea-660ef085852f,24,Female,2.09,40,5,9,10,11.0,7.6,5.1,10,3,2,High
0b89978c-d1d9-4e55-98b6-db0d975f396a,21,Other,2.56,80,0,4,13,10.7,7.0,0.8,8,0,4,Low
8a7f2e2c-16e7-40e3-ad4a-789e9ce4a128,23,Female,1.62,45,3,29,12,8.7,8.8,5.3,9,3,9,High
be72b1bc-48e7-4fbb-bd81-b2916906ceb9,19,Female,3.73,62,5,12,18,6.8,9.0,1.9,1,4,9,Medium
acb383e2-021d-423a-aee3-8157df30aab0,22,Other,1.37,90,7,18,11,5.6,8.8,3.0,3,3,3,Medium
a64ba565-014b-4ea1-b826-dcc4d74fdd44,25,Female,2.87,82,2,9,15,5.6,7.8,0.1,1,1,5,Low
1ab8e827-a18c-4bf8-b9f8-d355111991ca,18,Male,2.47,40,6,11,0,3.4,3.8,5.3,9,5,9,High
fe848fdf-0a4a-4d8b-989e-af7dedeb95cf,19,Male,3.14,49,3,13,18,11.3,4.7,0.2,6,1,7,Medium
ed9350cd-d1ab-48cf-a213-66461ba5893c,23,Female,3.9,46,4,29,9,8.4,4.0,2.6,6,4,3,Low
a6ed89c0-4b50-4e5a-a1e4-6494b532bf1e,20,Female,1.41,75,3,9,9,3.8,6.4,3.8,9,1,7,Medium
e8e645ee-ecb9-41fd-884b-d9b3488b630a,23,Male,1.42,68,5,16,11,7.2,5.6,2.5,7,3,1,Low
db3ac128-9a7b-4a26-a5a0-a661170158c3,25,Male,3.87,66,1,24,4,8.5,4.8,1.5,9,2,3,Low
0adc125e-79f4-4f99-9073-8f36c3d4e6d2,25,Other,3.63,43,6,4,12,9.0,5.8,4.6,9,3,1,Medium
671078b2-7918-4a77-b0e4-9fa8e12bbdef,18,Male,1.81,81,1,10,19,3.9,4.7,2.9,6,0,2,Low
67ae0f05-1c1b-48f0-8d5a-ca63c83bbc25,25,Other,3.15,84,3,16,4,8.1,8.8,0.8,3,2,5,Low
90961727-79f7-437d-8fd8-304c885630d4,17,Female,2.87,52,1,2,0,4.4,8.3,3.1,4,1,2,Medium
1a5d433e-98c0-414d-af57-2e01b7e21531,24,Male,3.5,68,6,1,3,5.7,5.9,1.1,4,4,5,Medium
6345ffec-73a0-4451-a0b5-bd297b04e821,24,Other,2.85,67,2,20,0,4.7,7.9,3.9,3,4,9,Medium
486d0806-ae73-46ea-abbe-0df4cae5812d,20,Female,2.44,58,10,3,18,7.4,7.0,2.3,2,3,7,Medium
5751151c-df06-4a62-9093-ca4a8f82451c,23,Male,1.08,69,1,18,12,3.1,4.8,3.9,10,3,1,Low
eeb4814b-badd-4ba9-afd5-12fac542febc,22,Male,2.4,86,7,8,0,11.8,5.1,5.1,9,1,6,Medium
e26a1133-1306-4bc3-9996-b9b3e7c449e2,25,Female,2.54,51,10,4,11,8.9,6.4,2.8,3,2,5,Medium
66b4d0ea-ab1a-4275-b69a-f7d2211cfdde,23,Male,3.75,81,7,12,15,8.5,4.1,4.3,9,5,9,High
e1f55862-96f5-457b-b289-1eb1d69a167a,21,Male,3.09,77,9,11,18,8.6,5.4,0.3,3,1,2,Medium
3a9e1143-4862-436e-8135-bfdd2988bdc5,18,Female,3.8,70,5,24,7,11.8,7.9,4.4,4,0,3,Low
4194e96e-a9b3-4175-9cd5-7f1cdc91b849,23,Female,3.77,43,9,8,3,3.3,7.5,2.6,6,4,1,Medium
c189f250-d55b-45ea-94b3-bf5e0d258f8f,19,Female,1.32,68,6,4,20,8.2,4.2,1.5,8,5,5,Medium
